Outlet,Date,Time,NetSales,Tax,TotalAmount,ReceiptNumber,Items,TotalItem,PaymentMethod,UseLoyaltyCard
SHOP003,2025-08-04,21:39:09,21621.622,2378.378,24000,SHOP003AUG2500281,Sitrus Cafe,1,BCA,0
SHOP001,2025-08-04,21:39:16,48648.649,5351.351,54000,SHOP001AUG2500359,"Matchapresso (Gedhe), Forbidden Berry",2,BCA,0
SHOP001,2025-08-04,21:42:53,21621.622,2378.378,24000,SHOP001AUG2500360,Matcha Latte (Ice),1,BCA,0
SHOP003,2025-08-04,21:49:57,20720.721,2279.279,23000,SHOP003AUG2500282,Friendly Coffee (Hot double shot),1,BCA,0
SHOP003,2025-08-04,21:51:51,18018.018,1981.982,20000,SHOP003AUG2500283,Americano (Hot Arabica),1,BCA,0
SHOP003,2025-08-04,21:53:47,10810.811,1189.189,12000,SHOP003AUG2500284,Burnt Sugar,1,BCA,0
SHOP003,2025-08-04,21:57:27,41441.441,4558.559,46000,SHOP003AUG2500285,"Black Rice (Ice), Friendly Coffee (Hot double shot)",2,BCA,0
SHOP002,2025-08-04,22:00:01,19819.82,2180.18,22000,SHOP002AUG2500139,Cappuccino (Ice Arabica),1,BCA,0
SHOP001,2025-08-04,22:00:56,33333.333,3666.667,37000,SHOP001AUG2500361,"Banana Bread (Chocolate), Waffle",2,BCA,0
SHOP002,2025-08-04,22:01:02,27027.027,2972.973,30000,SHOP002AUG2500140,Candy Latte (Gedhe),1,BCA,0
SHOP001,2025-08-04,22:05:14,30630.631,3369.369,34000,SHOP001AUG2500362,"Cappuccino (Hot Houseblend), Banana Bread (Original)",2,BCA,0
SHOP001,2025-08-04,22:06:11,18918.919,2081.081,21000,SHOP001AUG2500363,Lemon Tea (Ice),1,BCA,0
SHOP001,2025-08-04,22:10:53,20720.721,2279.279,23000,SHOP001AUG2500364,Vanilla Latte,1,BCA,0
SHOP001,2025-08-04,22:12:10,18918.919,2081.081,21000,SHOP001AUG2500365,Jasmine (Ice),1,BCA,0
SHOP003,2025-08-04,22:17:57,18018.018,1981.982,20000,SHOP003AUG2500286,BLACK (Arabica),1,BCA,0
SHOP002,2025-08-04,22:18:27,22522.523,2477.477,25000,SHOP002AUG2500141,Chocolate (Ice),1,BCA,0
SHOP003,2025-08-04,22:19:25,4504.505,495.495,5000,SHOP003AUG2500287,Air Mineral,1,BCA,0
SHOP001,2025-08-04,22:28:32,20720.721,2279.279,23000,SHOP001AUG2500366,Black Rice (Hot),1,BCA,0
SHOP001,2025-08-04,22:33:14,18918.919,2081.081,21000,SHOP001AUG2500367,Lemon Tea (Ice),1,BCA,0
SHOP001,2025-08-04,22:33:20,18018.018,1981.982,20000,SHOP001AUG2500368,Lemons,1,BCA,0
SHOP001,2025-08-04,22:43:07,10810.811,1189.189,12000,SHOP001AUG2500369,Burnt Sugar,1,BCA,0
SHOP001,2025-08-04,22:43:42,41441.441,4558.559,46000,SHOP001AUG2500370,"Red Apple, Waffle",2,BCA,0
SHOP001,2025-08-04,22:49:45,37837.838,4162.162,42000,SHOP001AUG2500371,"Jus Semangka, BLACK (Arabica)",2,Cash,0
SHOP001,2025-08-04,22:52:37,27027.027,2972.973,30000,SHOP001AUG2500372,Matchapresso (Gedhe),1,BCA,0
SHOP001,2025-08-05,07:18:14,18918.919,2081.081,21000,SHOP001AUG2500373,Jasmine (Ice),1,BCA,0
SHOP001,2025-08-05,07:22:10,20720.721,2279.279,23000,SHOP001AUG2500374,Red Liquid,1,Cash,0
SHOP001,2025-08-05,07:32:42,18018.018,1981.982,20000,SHOP001AUG2500375,Chamomile,1,BCA,0
SHOP002,2025-08-05,07:46:39,10810.811,1189.189,12000,SHOP002AUG2500142,Espresso Arabica (Basic Espresso),1,Cash,0
SHOP001,2025-08-05,07:48:59,27027.027,2972.973,30000,SHOP001AUG2500376,Green Thai Tea (Gedhe),1,BCA,0
SHOP002,2025-08-05,08:01:50,18918.919,2081.081,21000,SHOP002AUG2500143,Green Thai Tea,1,BCA,0
SHOP001,2025-08-05,08:03:25,21621.622,2378.378,24000,SHOP001AUG2500377,Sitrus Cafe,1,BCA,0
SHOP001,2025-08-05,08:05:32,27027.027,2972.973,30000,SHOP001AUG2500378,Apple Pie Latte (Gedhe),1,BCA,0
SHOP002,2025-08-05,08:13:13,20720.721,2279.279,23000,SHOP002AUG2500144,Red Liquid,1,Cash,0
SHOP002,2025-08-05,08:17:12,18918.919,2081.081,21000,SHOP002AUG2500145,Thai Tea,1,BCA,0
SHOP002,2025-08-05,08:20:07,22522.523,2477.477,25000,SHOP002AUG2500146,Matcha Espresso,1,BCA,0
SHOP001,2025-08-05,08:26:02,18918.919,2081.081,21000,SHOP001AUG2500379,Shakencano,1,Cash,0
SHOP001,2025-08-05,08:35:44,27027.027,2972.973,30000,SHOP001AUG2500380,Biru (Gedhe),1,BCA,0
SHOP001,2025-08-05,08:45:45,21621.622,2378.378,24000,SHOP001AUG2500381,Matcha Latte (Hot),1,BCA,0
SHOP001,2025-08-05,08:54:42,27027.027,2972.973,30000,SHOP001AUG2500382,Butterscotch Latte (Gedhe),1,Cash,0
SHOP002,2025-08-05,08:59:07,27027.027,2972.973,30000,SHOP002AUG2500147,WHITE,1,BCA,0
SHOP003,2025-08-05,09:06:54,18918.919,2081.081,21000,SHOP003AUG2500288,Lemon Tea (Hot),1,BCA,0
SHOP003,2025-08-05,09:14:21,27027.027,2972.973,30000,SHOP003AUG2500289,WHITE (Houseblend),1,BCA,0
SHOP003,2025-08-05,09:14:39,21621.622,2378.378,24000,SHOP003AUG2500290,Creamy Klepon,1,BCA,0
SHOP001,2025-08-05,09:24:16,48648.649,5351.351,54000,SHOP001AUG2500383,"Matcha Latte (Ice), Not Tiramisu Latte (Gedhe)",2,BCA,0
SHOP001,2025-08-05,09:24:40,27027.027,2972.973,30000,SHOP001AUG2500384,Happy Moca (Ice),1,BCA,0
SHOP003,2025-08-05,09:31:35,20720.721,2279.279,23000,SHOP003AUG2500291,Basic Latte (Ice Houseblend),1,BCA,0
SHOP001,2025-08-05,09:40:46,18918.919,2081.081,21000,SHOP001AUG2500385,Thai Tea,1,Cash,0
SHOP001,2025-08-05,09:51:57,10810.811,1189.189,12000,SHOP001AUG2500386,Gula Gula,1,BCA,0
SHOP003,2025-08-05,09:59:02,42342.342,4657.658,47000,SHOP003AUG2500292,"Moody, Creamy Klepon",2,BCA,0
SHOP001,2025-08-05,10:01:00,22522.523,2477.477,25000,SHOP001AUG2500387,Waffle,1,Cash,0
SHOP002,2025-08-05,10:10:00,27027.027,2972.973,30000,SHOP002AUG2500148,Butterscotch Latte (Gedhe),1,BCA,0
SHOP001,2025-08-05,10:16:46,20720.721,2279.279,23000,SHOP001AUG2500388,Friendly Coffee (Hot),1,BCA,0
SHOP002,2025-08-05,10:18:35,19819.82,2180.18,22000,SHOP002AUG2500149,Jus Semangka,1,BCA,0
SHOP003,2025-08-05,10:19:10,45945.946,5054.054,51000,SHOP003AUG2500293,"Thai Tea, Green Thai Tea (Gedhe)",2,BCA,0
SHOP001,2025-08-05,10:21:09,0.0,0.0,0,SHOP001AUG2500389,Vanilla Latte,1,Cash,1
SHOP003,2025-08-05,10:22:39,10810.811,1189.189,12000,SHOP003AUG2500294,Nutella Meses,1,Cash,0
SHOP001,2025-08-05,10:23:24,10810.811,1189.189,12000,SHOP001AUG2500390,Espresso Houseblend (Basic Espresso),1,BCA,0
SHOP001,2025-08-05,10:30:09,27027.027,2972.973,30000,SHOP001AUG2500391,WHITE,1,Cash,0
SHOP002,2025-08-05,10:32:02,18918.919,2081.081,21000,SHOP002AUG2500150,Green Apple,1,BCA,0
SHOP003,2025-08-05,10:35:58,27027.027,2972.973,30000,SHOP003AUG2500295,Matcha Latte (Gedhe),1,BCA,0
SHOP002,2025-08-05,10:37:56,9009.009,990.991,10000,SHOP002AUG2500151,Susu Oat,1,Cash,0
SHOP003,2025-08-05,10:38:41,18918.919,2081.081,21000,SHOP003AUG2500296,Thai Tea,1,BCA,0
SHOP003,2025-08-05,10:42:22,6306.306,693.694,7000,SHOP003AUG2500297,Extra Shot (Arabica),1,BCA,0
SHOP001,2025-08-05,10:44:08,45945.946,5054.054,51000,SHOP001AUG2500392,"Green Thai Tea, Chocolate (Gedhe)",2,BCA,0
SHOP003,2025-08-05,10:49:31,18918.919,2081.081,21000,SHOP003AUG2500298,Lemon Tea (Hot),1,BCA,0
SHOP001,2025-08-05,10:52:19,22522.523,2477.477,25000,SHOP001AUG2500393,Chocolate (Hot),1,BCA,0
SHOP001,2025-08-05,10:53:44,32432.432,3567.568,36000,SHOP001AUG2500394,"Green Thai Tea (Gedhe), Extra Shot (Houseblend)",2,BCA,0
SHOP003,2025-08-05,10:59:33,27027.027,2972.973,30000,SHOP003AUG2500299,WHITE (Houseblend),1,Cash,0
SHOP003,2025-08-05,10:59:55,31531.532,3468.468,35000,SHOP003AUG2500300,"Air Mineral, Apple Pie Latte (Gedhe)",2,BCA,0
SHOP002,2025-08-05,11:00:51,19819.82,2180.18,22000,SHOP002AUG2500152,Cappuccino (Ice Arabica),1,BCA,0
SHOP001,2025-08-05,11:03:20,27027.027,2972.973,30000,SHOP001AUG2500395,Green Thai Tea (Gedhe),1,BCA,0
SHOP002,2025-08-05,11:22:30,20720.721,2279.279,23000,SHOP002AUG2500153,Basic Latte (Ice Arabica),1,BCA,0
SHOP003,2025-08-05,11:25:33,10810.811,1189.189,12000,SHOP003AUG2500301,Espresso Arabica (On The Rock),1,BCA,0
SHOP001,2025-08-05,11:26:02,22522.523,2477.477,25000,SHOP001AUG2500396,Matchapresso,1,Cash,0
SHOP001,2025-08-05,11:26:14,20720.721,2279.279,23000,SHOP001AUG2500397,Basic Latte (Ice Houseblend),1,BCA,0
SHOP003,2025-08-05,11:28:29,29729.73,3270.27,33000,SHOP003AUG2500302,"Donat Polos, Candy Latte",2,Cash,0
SHOP003,2025-08-05,11:31:23,47747.748,5252.252,53000,SHOP003AUG2500303,"Chocolate (Gedhe), Black Rice (Hot)",2,BCA,0
SHOP001,2025-08-05,11:32:28,18918.919,2081.081,21000,SHOP001AUG2500398,Green Apple,1,BCA,0
SHOP001,2025-08-05,11:39:54,18018.018,1981.982,20000,SHOP001AUG2500399,BLACK,1,BCA,0
SHOP002,2025-08-05,11:43:05,22522.523,2477.477,25000,SHOP002AUG2500154,Chocolate (Ice),1,Cash,0
SHOP002,2025-08-05,11:45:38,10810.811,1189.189,12000,SHOP002AUG2500155,Banana Bread (Chocolate),1,BCA,0
SHOP003,2025-08-05,11:46:03,20720.721,2279.279,23000,SHOP003AUG2500304,Sunset,1,BCA,0
SHOP002,2025-08-05,11:54:02,13513.514,1486.486,15000,SHOP002AUG2500156,Nostaltea,1,Cash,0
SHOP002,2025-08-05,12:02:39,19819.82,2180.18,22000,SHOP002AUG2500157,Jus Semangka,1,BCA,0
SHOP001,2025-08-05,12:07:37,16216.216,1783.784,18000,SHOP001AUG2500400,Soft Tea,1,BCA,0
SHOP001,2025-08-05,12:08:25,22522.523,2477.477,25000,SHOP001AUG2500401,Matcha Espresso,1,BCA,0
SHOP003,2025-08-05,12:14:56,43243.243,4756.757,48000,SHOP003AUG2500305,"Chocolate (Hot), Candy Latte",2,GoFood,0
SHOP002,2025-08-05,12:16:10,20720.721,2279.279,23000,SHOP002AUG2500158,Basic Latte (Ice Houseblend),1,BCA,0
SHOP003,2025-08-05,12:35:51,36936.937,4063.063,41000,SHOP003AUG2500306,"Green Thai Tea, Chamomile",2,BCA,0
SHOP001,2025-08-05,12:36:09,19819.82,2180.18,22000,SHOP001AUG2500402,Cappuccino (Hot Houseblend),1,BCA,0
SHOP003,2025-08-05,12:49:22,22522.523,2477.477,25000,SHOP003AUG2500307,Waffle,1,BCA,0
SHOP001,2025-08-05,12:55:28,27027.027,2972.973,30000,SHOP001AUG2500403,Happy Moca (Hot),1,BCA,0
SHOP002,2025-08-05,13:06:10,10810.811,1189.189,12000,SHOP002AUG2500159,Espresso Arabica (On The Rock),1,BCA,0
SHOP001,2025-08-05,13:13:05,27027.027,2972.973,30000,SHOP001AUG2500404,Hazelnut Latte (Gedhe),1,BCA,0
SHOP003,2025-08-05,13:16:47,40540.541,4459.459,45000,SHOP003AUG2500308,"Cappuccino (Ice Arabica), Friendly Coffee (Hot double shot)",2,Cash,0
SHOP003,2025-08-05,13:21:12,21621.622,2378.378,24000,SHOP003AUG2500309,Forbidden Berry,1,BCA,0
SHOP002,2025-08-05,13:23:52,10810.811,1189.189,12000,SHOP002AUG2500160,Nutella Meses,1,BCA,0
SHOP002,2025-08-05,13:27:41,21621.622,2378.378,24000,SHOP002AUG2500161,Berry Cake,1,BCA,0
SHOP003,2025-08-05,13:31:35,31531.532,3468.468,35000,SHOP003AUG2500310,"Burnt Sugar, Friendly Coffee (Hot double shot)",2,BCA,0
SHOP001,2025-08-05,13:32:59,27027.027,2972.973,30000,SHOP001AUG2500405,Biru (Gedhe),1,BCA,0
SHOP001,2025-08-05,13:35:29,10810.811,1189.189,12000,SHOP001AUG2500406,Espresso Houseblend (On The Rock),1,Cash,0
SHOP003,2025-08-05,13:38:04,5405.405,594.595,6000,SHOP003AUG2500311,Extra Shot (Houseblend),1,BCA,0
SHOP003,2025-08-05,13:39:47,42342.342,4657.658,47000,SHOP003AUG2500312,"Moody, Matcha Latte (Hot)",2,BCA,0
SHOP001,2025-08-05,13:47:38,19819.82,2180.18,22000,SHOP001AUG2500407,Pisang Coklat,1,Cash,0
SHOP003,2025-08-05,13:49:51,10810.811,1189.189,12000,SHOP003AUG2500313,Burnt Sugar,1,BCA,0
SHOP002,2025-08-05,13:50:27,21621.622,2378.378,24000,SHOP002AUG2500162,Matcha Latte (Hot),1,BCA,0
SHOP001,2025-08-05,13:54:59,54054.054,5945.946,60000,SHOP001AUG2500408,"WHITE (Arabica), Matcha Latte (Gedhe)",2,BCA,0
SHOP002,2025-08-05,13:54:59,20720.721,2279.279,23000,SHOP002AUG2500163,Candy Latte,1,Cash,0
SHOP001,2025-08-05,14:01:08,18918.919,2081.081,21000,SHOP001AUG2500409,Lemon Tea (Hot),1,BCA,0
SHOP001,2025-08-05,14:03:01,10810.811,1189.189,12000,SHOP001AUG2500410,Burnt Sugar,1,Cash,0
SHOP001,2025-08-05,14:05:06,21621.622,2378.378,24000,SHOP001AUG2500411,Matcha Latte (Hot),1,BCA,0
SHOP003,2025-08-05,14:06:38,19819.82,2180.18,22000,SHOP003AUG2500314,Cappuccino (Ice Arabica),1,Cash,0
SHOP003,2025-08-05,14:06:52,10810.811,1189.189,12000,SHOP003AUG2500315,Burnt Sugar,1,BCA,0
SHOP001,2025-08-05,14:12:25,36036.036,3963.964,40000,SHOP001AUG2500412,"Americano (Ice Arabica), BLACK",2,Cash,0
SHOP003,2025-08-05,14:17:20,23423.423,2576.577,26000,SHOP003AUG2500316,"Lemon Tea (Hot), Air Mineral",2,BCA,0
SHOP001,2025-08-05,14:34:57,10810.811,1189.189,12000,SHOP001AUG2500413,Espresso Arabica (Basic Espresso),1,BCA,0
SHOP001,2025-08-05,14:41:26,28828.829,3171.171,32000,SHOP001AUG2500414,"BLACK (Arabica), Banana Bread (Chocolate)",2,BCA,0
SHOP002,2025-08-05,14:43:17,21621.622,2378.378,24000,SHOP002AUG2500164,Forbidden Berry,1,BCA,0
SHOP003,2025-08-05,14:45:10,34234.234,3765.766,38000,SHOP003AUG2500317,"Moody, Nostaltea",2,BCA,0
SHOP001,2025-08-05,14:46:34,18918.919,2081.081,21000,SHOP001AUG2500415,Lemon Tea (Ice),1,Cash,0
SHOP003,2025-08-05,14:49:48,18018.018,1981.982,20000,SHOP003AUG2500318,Americano (Hot Houseblend),1,BCA,0
SHOP003,2025-08-05,14:57:03,20720.721,2279.279,23000,SHOP003AUG2500319,Moody,1,Cash,0
SHOP003,2025-08-05,14:57:19,18018.018,1981.982,20000,SHOP003AUG2500320,Lemons,1,BCA,0
SHOP003,2025-08-05,14:58:22,0.0,0.0,0,SHOP003AUG2500321,Forbidden Berry,1,Cash,1
SHOP003,2025-08-05,15:00:54,21621.622,2378.378,24000,SHOP003AUG2500322,Sitrus Cafe,1,BCA,0
SHOP002,2025-08-05,15:02:12,10810.811,1189.189,12000,SHOP002AUG2500165,Banana Bread (Original),1,Cash,0
SHOP001,2025-08-05,15:02:16,21621.622,2378.378,24000,SHOP001AUG2500416,Forbidden Berry,1,BCA,0
SHOP001,2025-08-05,15:10:04,31531.532,3468.468,35000,SHOP001AUG2500417,"Nutella Meses, Moody",2,BCA,0
SHOP001,2025-08-05,15:19:24,20720.721,2279.279,23000,SHOP001AUG2500418,Basic Latte (Ice Arabica),1,BCA,0
SHOP001,2025-08-05,15:19:51,0.0,0.0,0,SHOP001AUG2500419,Creamy Klepon,1,Cash,1
SHOP001,2025-08-05,15:21:15,41441.441,4558.559,46000,SHOP001AUG2500420,"Cappuccino (Ice Houseblend), Matcha Latte (Ice)",2,BCA,0
SHOP001,2025-08-05,15:28:25,38738.739,4261.261,43000,SHOP001AUG2500421,"Cappuccino (Hot Houseblend), Green Thai Tea",2,Cash,0
SHOP001,2025-08-05,15:31:44,21621.622,2378.378,24000,SHOP001AUG2500422,Not Tiramisu Latte,1,BCA,0
SHOP003,2025-08-05,15:34:21,18018.018,1981.982,20000,SHOP003AUG2500323,Americano (Ice Houesblend),1,BCA,0
SHOP001,2025-08-05,15:35:15,18018.018,1981.982,20000,SHOP001AUG2500423,Americano (Hot Arabica),1,BCA,0
SHOP001,2025-08-05,15:36:47,20720.721,2279.279,23000,SHOP001AUG2500424,Butterscotch,1,BCA,0
SHOP001,2025-08-05,15:48:36,10810.811,1189.189,12000,SHOP001AUG2500425,Burnt Sugar,1,BCA,0
SHOP003,2025-08-05,15:52:13,37837.838,4162.162,42000,SHOP003AUG2500324,"Green Thai Tea, Thai Tea",2,BCA,0
SHOP003,2025-08-05,15:54:56,27027.027,2972.973,30000,SHOP003AUG2500325,Green Thai Tea (Gedhe),1,BCA,0
SHOP003,2025-08-05,15:56:08,27027.027,2972.973,30000,SHOP003AUG2500326,Matcha Latte (Gedhe),1,BCA,0
SHOP003,2025-08-05,16:02:38,19819.82,2180.18,22000,SHOP003AUG2500327,Cappuccino (Ice Houseblend),1,BCA,0
SHOP003,2025-08-05,16:08:51,9009.009,990.991,10000,SHOP003AUG2500328,Donat Polos,1,BCA,0
SHOP001,2025-08-05,16:18:16,18018.018,1981.982,20000,SHOP001AUG2500426,Lemons,1,Cash,0
SHOP002,2025-08-05,16:19:16,13513.514,1486.486,15000,SHOP002AUG2500166,Nostaltea,1,BCA,0
SHOP003,2025-08-05,16:30:13,20720.721,2279.279,23000,SHOP003AUG2500329,Hazelnut Latte,1,Cash,0
SHOP003,2025-08-05,16:32:04,20720.721,2279.279,23000,SHOP003AUG2500330,Hazelnut Latte,1,BCA,0
SHOP003,2025-08-05,16:40:56,20720.721,2279.279,23000,SHOP003AUG2500331,Friendly Coffee (Ice double shot),1,BCA,0
SHOP003,2025-08-05,16:45:48,27027.027,2972.973,30000,SHOP003AUG2500332,Not Tiramisu Latte (Gedhe),1,BCA,0
SHOP001,2025-08-05,16:59:26,0.0,0.0,0,SHOP001AUG2500427,Berry Cake,1,Cash,1
SHOP001,2025-08-05,17:00:13,21621.622,2378.378,24000,SHOP001AUG2500428,Apple Pie Latte,1,BCA,0
SHOP001,2025-08-05,17:03:07,10810.811,1189.189,12000,SHOP001AUG2500429,Banana Bread (Chocolate),1,BCA,0
SHOP001,2025-08-05,17:08:53,18918.919,2081.081,21000,SHOP001AUG2500430,Shakencano,1,Cash,0
SHOP001,2025-08-05,17:23:45,20720.721,2279.279,23000,SHOP001AUG2500431,Summer,1,BCA,0
SHOP003,2025-08-05,17:26:52,27027.027,2972.973,30000,SHOP003AUG2500333,Butterscotch Latte (Gedhe),1,Cash,0
SHOP003,2025-08-05,17:28:05,27027.027,2972.973,30000,SHOP003AUG2500334,Matchapresso (Gedhe),1,Cash,0
SHOP001,2025-08-05,17:31:22,9009.009,990.991,10000,SHOP001AUG2500432,Susu Oat,1,Cash,0
SHOP003,2025-08-05,17:37:54,4504.505,495.495,5000,SHOP003AUG2500335,Air Mineral,1,BCA,0
SHOP001,2025-08-05,17:46:10,37837.838,4162.162,42000,SHOP001AUG2500433,"Green Apple, Lemon Tea (Ice)",2,BCA,0
SHOP003,2025-08-05,17:46:32,20720.721,2279.279,23000,SHOP003AUG2500336,Summer,1,Cash,0
SHOP001,2025-08-05,17:50:07,21621.622,2378.378,24000,SHOP001AUG2500434,Creamy Klepon,1,BCA,0
SHOP003,2025-08-05,17:50:39,48648.649,5351.351,54000,SHOP003AUG2500337,"Cold Brew, Matchapresso (Gedhe)",2,Cash,0
SHOP002,2025-08-05,17:51:21,18018.018,1981.982,20000,SHOP002AUG2500167,Chamomile,1,BCA,0
SHOP003,2025-08-05,18:01:02,20720.721,2279.279,23000,SHOP003AUG2500338,Friendly Coffee (Ice double shot),1,BCA,0
SHOP001,2025-08-05,18:04:52,21621.622,2378.378,24000,SHOP001AUG2500435,Berry Cake,1,BCA,0
SHOP001,2025-08-05,18:06:57,18018.018,1981.982,20000,SHOP001AUG2500436,Americano (Ice Houesblend),1,BCA,0
SHOP001,2025-08-05,18:18:39,21621.622,2378.378,24000,SHOP001AUG2500437,Forbidden Berry,1,BCA,0
SHOP001,2025-08-05,18:26:53,38738.739,4261.261,43000,SHOP001AUG2500438,"BLACK (Houseblend), Friendly Coffee (Hot)",2,BCA,0
SHOP001,2025-08-05,18:32:26,27027.027,2972.973,30000,SHOP001AUG2500439,Biru (Gedhe),1,BCA,0
SHOP002,2025-08-05,18:32:43,27027.027,2972.973,30000,SHOP002AUG2500168,Not Tiramisu Latte (Gedhe),1,BCA,0
SHOP003,2025-08-05,18:37:03,27027.027,2972.973,30000,SHOP003AUG2500339,WHITE (Houseblend),1,BCA,0
SHOP001,2025-08-05,18:43:34,20720.721,2279.279,23000,SHOP001AUG2500440,Basic Latte (Ice Houseblend),1,BCA,0
SHOP002,2025-08-05,18:47:38,0.0,0.0,0,SHOP002AUG2500169,Biru (Gedhe),1,Cash,1
SHOP003,2025-08-05,18:48:59,32432.432,3567.568,36000,SHOP003AUG2500340,"Creamy Klepon, Gula Gula",2,BCA,0
SHOP002,2025-08-05,18:50:21,10810.811,1189.189,12000,SHOP002AUG2500170,Espresso Houseblend (On The Rock),1,BCA,0
SHOP003,2025-08-05,18:53:41,49549.55,5450.45,55000,SHOP003AUG2500341,"WHITE, Waffle",2,BCA,0
SHOP001,2025-08-05,18:56:38,4504.505,495.495,5000,SHOP001AUG2500441,Air Mineral,1,BCA,0
SHOP001,2025-08-05,18:58:34,10810.811,1189.189,12000,SHOP001AUG2500442,Gula Gula,1,BCA,0
SHOP003,2025-08-05,19:04:19,25225.225,2774.775,28000,SHOP003AUG2500342,Croffle,1,BCA,0
SHOP001,2025-08-05,19:04:44,18918.919,2081.081,21000,SHOP001AUG2500443,Thai Tea,1,BCA,0
SHOP001,2025-08-05,19:06:00,18018.018,1981.982,20000,SHOP001AUG2500444,BLACK (Arabica),1,BCA,0
SHOP001,2025-08-05,19:10:53,27927.928,3072.072,31000,SHOP001AUG2500445,"Susu Oat, Thai Tea",2,BCA,0
SHOP003,2025-08-05,19:21:45,20720.721,2279.279,23000,SHOP003AUG2500343,Summer,1,BCA,0
SHOP002,2025-08-05,19:21:58,19819.82,2180.18,22000,SHOP002AUG2500171,Cappuccino (Ice Arabica),1,BCA,0
SHOP001,2025-08-05,19:25:40,22522.523,2477.477,25000,SHOP001AUG2500446,Chocolate (Ice),1,BCA,0
SHOP003,2025-08-05,19:29:10,27027.027,2972.973,30000,SHOP003AUG2500344,Friendly Coffee (Gedhe),1,BCA,0
SHOP001,2025-08-05,19:38:56,19819.82,2180.18,22000,SHOP001AUG2500447,Cappuccino (Hot Arabica),1,BCA,0
SHOP003,2025-08-05,19:39:54,27027.027,2972.973,30000,SHOP003AUG2500345,WHITE (Houseblend),1,BCA,0
SHOP003,2025-08-05,19:41:05,25225.225,2774.775,28000,SHOP003AUG2500346,Croffle,1,BCA,0
SHOP002,2025-08-05,19:41:12,6306.306,693.694,7000,SHOP002AUG2500172,Extra Shot (Arabica),1,BCA,0
SHOP003,2025-08-05,19:54:25,13513.514,1486.486,15000,SHOP003AUG2500347,Nostaltea,1,BCA,0
SHOP001,2025-08-05,20:13:59,18018.018,1981.982,20000,SHOP001AUG2500448,Americano (Hot Arabica),1,Cash,0
SHOP001,2025-08-05,20:14:46,10810.811,1189.189,12000,SHOP001AUG2500449,Espresso Houseblend (On The Rock),1,Cash,0
SHOP003,2025-08-05,20:16:23,10810.811,1189.189,12000,SHOP003AUG2500348,Espresso Arabica (Basic Espresso),1,BCA,0
SHOP001,2025-08-05,20:19:37,13513.514,1486.486,15000,SHOP001AUG2500450,Nostaltea,1,BCA,0
SHOP002,2025-08-05,20:24:23,27027.027,2972.973,30000,SHOP002AUG2500173,Friendly Coffee (Gedhe),1,BCA,0
SHOP003,2025-08-05,20:34:31,27027.027,2972.973,30000,SHOP003AUG2500349,Friendly Coffee (Gedhe),1,Cash,0
SHOP001,2025-08-05,20:39:55,18018.018,1981.982,20000,SHOP001AUG2500451,Americano (Ice Houesblend),1,BCA,0
SHOP001,2025-08-05,20:43:29,6306.306,693.694,7000,SHOP001AUG2500452,Extra Shot (Arabica),1,BCA,0
SHOP003,2025-08-05,20:43:58,32432.432,3567.568,36000,SHOP003AUG2500350,"Biru, Gula Gula",2,BCA,0
SHOP001,2025-08-05,20:57:18,20720.721,2279.279,23000,SHOP001AUG2500453,Summer,1,BCA,0
SHOP001,2025-08-05,21:04:45,19819.82,2180.18,22000,SHOP001AUG2500454,Cappuccino (Ice Houseblend),1,BCA,0
SHOP001,2025-08-05,21:13:58,20720.721,2279.279,23000,SHOP001AUG2500455,Black Rice (Hot),1,BCA,0
SHOP002,2025-08-05,21:15:01,18918.919,2081.081,21000,SHOP002AUG2500174,Green Thai Tea,1,BCA,0
SHOP003,2025-08-05,21:15:56,27027.027,2972.973,30000,SHOP003AUG2500351,Butterscotch Latte (Gedhe),1,BCA,0
SHOP001,2025-08-05,21:16:22,18918.919,2081.081,21000,SHOP001AUG2500456,Shakencano,1,BCA,0
SHOP003,2025-08-05,21:20:57,25225.225,2774.775,28000,SHOP003AUG2500352,Croffle,1,BCA,0
SHOP003,2025-08-05,21:39:46,10810.811,1189.189,12000,SHOP003AUG2500353,Espresso Arabica (Basic Espresso),1,BCA,0
SHOP002,2025-08-05,21:41:05,19819.82,2180.18,22000,SHOP002AUG2500175,Cappuccino (Hot Houseblend),1,BCA,0
SHOP003,2025-08-05,21:45:21,21621.622,2378.378,24000,SHOP003AUG2500354,Apple Pie Latte,1,BCA,0
SHOP003,2025-08-05,21:46:52,47747.748,5252.252,53000,SHOP003AUG2500355,"Candy Latte (Gedhe), Friendly Coffee (Hot double shot)",2,BCA,0
SHOP001,2025-08-05,21:51:20,41441.441,4558.559,46000,SHOP001AUG2500457,"Hazelnut Latte, Candy Latte",2,BCA,0
SHOP003,2025-08-05,21:52:26,47747.748,5252.252,53000,SHOP003AUG2500356,"Matcha Latte (Gedhe), Hazelnut Latte",2,BCA,0
SHOP003,2025-08-05,21:57:27,19819.82,2180.18,22000,SHOP003AUG2500357,Cappuccino (Hot Houseblend),1,BCA,0
SHOP003,2025-08-05,21:58:45,25225.225,2774.775,28000,SHOP003AUG2500358,Croffle,1,BCA,0
SHOP003,2025-08-05,21:59:54,13513.514,1486.486,15000,SHOP003AUG2500359,Nostaltea,1,BCA,0
SHOP001,2025-08-05,22:04:13,45045.045,4954.955,50000,SHOP001AUG2500458,"Happy Moca (Ice), BLACK (Arabica)",2,Cash,0
